,age,nationality,place_birth,sex,province,relationship,main_occupation,availability,search_work,search_reason,search_steps,search_method,search_months,main_activity,main_prof_situation,main_sector,contract_type,hours
359,12,1,1,6,48,1,4.0,,N,,,,,4.0,4.0,2.0,,
360,16,1,1,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
361,11,1,1,6,48,2,4.0,S,S,6.0,S,1.0,18.0,4.0,4.0,2.0,,
362,17,1,2,1,1,1,7.0,,N,,,,,2.0,4.0,2.0,,
363,11,1,1,6,20,2,5.0,,N,,,,,4.0,2.0,,,44.0
364,3,1,1,6,20,3,,,,,,,,,,,,
365,6,1,3,6,48,2,5.0,S,S,6.0,S,5.0,2.0,4.0,4.0,2.0,,
366,15,1,2,1,48,1,7.0,,N,,,,,3.0,4.0,2.0,,
367,14,1,1,6,20,2,2.0,,N,,,,,9.0,4.0,1.0,,
368,12,1,1,6,1,2,3.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
369,3,1,1,1,1,3,,,,,,,,,,,,
370,3,1,1,1,1,3,,,N,,,,,,,,,
371,17,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,2.0,,
372,8,1,1,6,48,2,5.0,,N,,,,,4.0,4.0,2.0,1.0,38.0
373,4,1,1,6,20,3,,,N,,,,,,,,,
374,15,1,1,1,20,4,7.0,,N,,,,,2.0,4.0,2.0,,
375,2,1,1,1,1,3,,,,,,,,,,,,
376,10,2,3,6,20,2,2.0,,N,,,,,9.0,4.0,2.0,,
377,17,1,2,6,20,1,,,N,,,,,,,,,
378,15,1,1,6,48,2,2.0,,N,,,,,9.0,4.0,1.0,,
379,9,1,1,1,1,1,4.0,,N,,,,,4.0,4.0,1.0,5.0,34.0
380,7,1,1,6,48,3,4.0,,N,,,,,8.0,4.0,2.0,1.0,38.0
381,11,1,1,6,1,1,2.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
382,2,1,1,1,20,3,,,,,,,,,,,,
383,11,1,3,6,20,1,9.0,,N,,,,,8.0,4.0,2.0,1.0,18.0
384,7,2,3,1,1,3,,,N,,,,,,,,,
385,11,1,1,6,1,2,3.0,,N,,,,,9.0,4.0,2.0,1.0,-0.0
386,15,1,1,6,20,2,5.0,,N,,,,,9.0,1.0,,,
387,9,1,1,1,48,3,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
388,12,1,1,6,20,2,5.0,,N,,,,,9.0,4.0,1.0,5.0,35.0
389,14,1,1,6,48,1,,,N,,,,,,,,,
390,9,1,1,1,48,2,3.0,,N,,,,,4.0,4.0,2.0,1.0,34.0
391,8,2,3,1,20,3,7.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
392,12,1,2,1,1,1,2.0,,N,,,,,5.0,2.0,,,40.0
393,8,1,2,6,1,3,2.0,,N,,,,,10.0,2.0,,,2.0
394,17,1,2,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,,
395,10,2,3,1,48,1,5.0,,N,,,,,9.0,4.0,2.0,1.0,40.0
396,9,1,1,1,48,2,5.0,S,S,3.0,S,7.0,8.0,4.0,4.0,2.0,1.0,6.0
397,4,2,3,1,48,3,,,N,,,,,,,,,
398,15,1,2,1,20,1,7.0,,N,,,,,4.0,4.0,2.0,,
399,4,1,1,6,48,3,,,N,,,,,,,,,
400,14,1,1,1,20,1,9.0,,N,,,,,3.0,4.0,2.0,,
401,11,1,1,6,20,2,5.0,,N,,,,,4.0,4.0,2.0,1.0,22.0
402,3,1,1,6,20,3,,,,,,,,,,,,
403,6,1,1,6,48,3,5.0,S,S,6.0,S,7.0,3.0,4.0,4.0,2.0,,
404,12,1,1,6,1,2,5.0,,N,,,,,10.0,4.0,2.0,1.0,40.0
405,11,1,1,6,20,1,9.0,,N,,,,,8.0,4.0,2.0,1.0,28.0
406,3,1,1,1,1,3,,,,,,,,,,,,
407,10,1,1,6,1,2,2.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
408,14,1,1,6,48,2,4.0,,N,,,,,4.0,4.0,2.0,,
409,13,1,1,1,20,1,1.0,,N,,,,,2.0,2.0,,,40.0
410,10,1,1,6,1,1,4.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
411,11,1,1,1,1,2,7.0,,N,,,,,2.0,3.0,,,40.0
412,9,1,1,6,1,2,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
413,13,1,1,6,20,2,4.0,,N,,,,,9.0,4.0,1.0,,
414,11,1,1,6,20,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
415,8,1,1,6,20,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,40.0
416,17,1,1,6,1,1,6.0,,N,,,,,1.0,2.0,,,
417,9,1,1,1,1,1,7.0,,N,,,,,9.0,4.0,2.0,1.0,-0.0
418,13,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,1.0,1.0,44.0
419,11,1,1,6,48,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,28.0
420,11,1,1,6,20,1,4.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
421,12,1,2,6,20,2,5.0,,N,,,,,4.0,1.0,,,44.0
422,9,1,1,6,1,1,4.0,S,S,6.0,S,7.0,6.0,9.0,4.0,1.0,,
423,12,1,1,1,20,1,5.0,,N,,,,,9.0,4.0,1.0,,
424,15,1,1,1,48,2,5.0,,N,,,,,9.0,4.0,1.0,,
425,17,1,2,6,20,1,4.0,,N,,,,,5.0,4.0,1.0,,
426,2,1,1,6,1,3,,,,,,,,,,,,
427,14,1,1,6,20,2,9.0,,N,,,,,10.0,4.0,2.0,,
428,10,1,1,1,1,2,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
429,14,1,1,6,20,2,6.0,,N,,,,,1.0,4.0,2.0,,
430,10,1,1,6,48,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,38.0
431,4,1,1,1,1,3,,,N,,,,,,,,,
432,3,1,1,6,1,3,,,,,,,,,,,,
433,10,1,1,1,1,1,1.0,,N,,,,,4.0,4.0,2.0,1.0,59.0
434,8,1,1,1,48,4,,,N,,,,,,,,,
435,9,1,1,6,1,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,34.0
436,1,1,1,6,1,3,,,,,,,,,,,,
437,2,1,1,6,20,3,,,,,,,,,,,,
438,5,1,1,6,20,3,,,N,,,,,,,,,
439,13,1,1,6,48,2,5.0,,N,,,,,4.0,4.0,2.0,1.0,22.0
440,15,1,1,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
441,17,1,1,1,1,1,6.0,,N,,,,,1.0,2.0,,,
442,15,1,1,1,20,1,8.0,,N,,,,,2.0,2.0,,,
443,18,1,2,6,1,1,,,N,,,,,,,,,
444,9,1,1,1,48,1,2.0,,N,,,,,8.0,4.0,2.0,1.0,37.0
445,12,1,1,6,1,2,5.0,,N,,,,,9.0,4.0,2.0,1.0,-0.0
446,11,1,1,1,20,2,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
447,11,1,1,1,20,2,3.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
448,18,1,1,6,48,1,5.0,,N,,,,,4.0,4.0,2.0,,
449,10,1,1,1,20,1,2.0,,N,,,,,8.0,4.0,1.0,5.0,39.0
450,1,1,1,6,48,3,,,,,,,,,,,,
451,11,1,1,1,1,1,8.0,,N,,,,,4.0,4.0,2.0,1.0,44.0
452,9,1,1,1,48,1,3.0,,N,,,,,10.0,4.0,2.0,1.0,40.0
453,10,1,1,6,1,2,2.0,,N,,,,,9.0,4.0,1.0,1.0,19.0
454,10,2,3,6,20,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,-0.0
455,3,1,1,1,1,3,,,,,,,,,,,,
456,11,1,1,6,1,2,5.0,,N,,,,,10.0,4.0,2.0,,
457,10,2,3,1,20,1,2.0,,N,,,,,10.0,4.0,2.0,1.0,40.0
458,14,1,2,6,48,2,8.0,,N,,,,,2.0,4.0,2.0,,
459,9,1,1,6,1,2,5.0,,N,,,,,9.0,4.0,2.0,1.0,37.0
460,3,1,1,1,1,3,,,,,,,,,,,,
461,6,1,1,6,48,3,5.0,S,S,4.0,S,7.0,2.0,9.0,4.0,2.0,5.0,21.0
462,9,2,3,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
463,10,1,1,1,1,1,9.0,,N,,,,,8.0,4.0,2.0,1.0,34.0
464,9,1,1,1,1,2,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
465,9,1,1,1,48,2,5.0,,N,,,,,10.0,2.0,,,32.0
466,14,1,2,6,1,1,6.0,,N,,,,,5.0,2.0,,,
467,5,1,1,1,48,3,7.0,,N,,,,,2.0,4.0,2.0,,
468,11,1,1,1,20,1,1.0,,N,,,,,4.0,2.0,,,43.0
469,2,1,1,6,1,3,,,,,,,,,,,,
470,3,1,1,1,20,3,,,,,,,,,,,,
471,13,1,2,6,48,2,9.0,,N,,,,,10.0,4.0,2.0,,
472,15,1,1,1,20,1,2.0,,N,,,,,3.0,4.0,2.0,,
473,10,1,1,6,20,2,5.0,,N,,,,,9.0,4.0,1.0,5.0,35.0
474,15,1,1,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
475,10,1,1,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,-0.0
476,10,2,3,6,1,3,9.0,S,S,2.0,S,4.0,14.0,8.0,4.0,2.0,5.0,21.0
477,14,1,2,6,48,2,9.0,,N,,,,,9.0,4.0,1.0,,
478,16,1,1,1,48,1,5.0,,N,,,,,4.0,2.0,,,
479,2,1,1,1,20,3,,,,,,,,,,,,
480,11,2,3,6,20,1,9.0,,N,,,,,4.0,4.0,2.0,,
481,10,1,1,1,20,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,38.0
482,15,1,1,6,20,2,8.0,,N,,,,,2.0,4.0,2.0,,
483,15,1,2,6,48,2,7.0,,N,,,,,2.0,4.0,2.0,,
484,7,2,3,6,20,1,4.0,,N,,,,,10.0,4.0,2.0,,
485,2,1,1,1,48,3,,,,,,,,,,,,
486,15,1,1,6,20,1,4.0,,N,,,,,8.0,4.0,2.0,,
487,9,2,3,6,48,2,9.0,S,S,6.0,S,4.0,29.0,10.0,4.0,2.0,,
488,12,1,1,6,48,1,3.0,,N,,,,,4.0,4.0,2.0,1.0,24.0
489,9,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,2.0,1.0,-0.0
490,5,1,1,1,48,3,4.0,S,S,6.0,S,5.0,2.0,8.0,4.0,2.0,,
491,18,1,1,6,48,1,5.0,,N,,,,,4.0,2.0,,,
492,10,1,1,6,1,1,2.0,,N,,,,,9.0,4.0,2.0,1.0,27.0
493,15,1,2,1,20,1,5.0,,N,,,,,9.0,4.0,1.0,,
494,4,1,1,6,20,3,,,N,,,,,,,,,
495,12,1,1,1,20,1,8.0,,N,,,,,4.0,4.0,2.0,1.0,39.0
496,10,1,1,1,20,1,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
497,11,1,1,1,1,3,7.0,S,S,6.0,S,7.0,33.0,2.0,4.0,2.0,,
498,7,1,3,1,20,4,7.0,,N,,,,,2.0,4.0,2.0,1.0,35.0
499,8,1,1,1,1,1,8.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
500,11,1,1,1,20,1,3.0,,N,,,,,2.0,3.0,,,42.0
501,10,1,1,6,48,2,,,N,,,,,,,,,
502,17,1,2,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
503,7,2,3,6,48,4,5.0,,N,,,,,4.0,4.0,2.0,5.0,28.0
504,7,2,3,1,1,1,8.0,,N,,,,,4.0,4.0,2.0,,
505,11,1,1,1,20,1,3.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
506,14,1,2,6,48,2,8.0,,N,,,,,2.0,4.0,2.0,,
507,2,1,1,1,20,3,,,,,,,,,,,,
508,5,1,1,1,48,3,3.0,,N,,,,,4.0,4.0,2.0,3.0,15.0
509,11,1,2,6,48,2,7.0,,N,,,,,2.0,4.0,2.0,1.0,38.0
510,9,1,1,6,20,2,4.0,,N,,,,,6.0,4.0,2.0,1.0,33.0
511,12,1,1,1,20,2,7.0,,N,,,,,5.0,4.0,2.0,,
512,9,1,1,6,48,1,2.0,S,S,6.0,S,7.0,16.0,9.0,4.0,1.0,,
513,9,2,3,6,20,1,2.0,,N,,,,,9.0,2.0,,,46.0
514,17,1,2,6,48,1,9.0,,N,,,,,8.0,4.0,2.0,,
515,3,1,1,6,1,3,,,,,,,,,,,,
516,11,1,2,6,48,1,3.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
517,9,1,1,1,1,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,38.0
518,18,1,2,6,20,1,,,N,,,,,,,,,
519,4,1,1,1,20,3,,,N,,,,,,,,,
520,10,1,1,6,20,1,9.0,,N,,,,,8.0,4.0,2.0,1.0,0.0
521,10,1,1,6,20,2,4.0,,N,,,,,9.0,4.0,2.0,1.0,34.0
522,12,1,2,6,48,2,2.0,,N,,,,,9.0,4.0,1.0,5.0,33.0
523,8,1,1,6,1,2,5.0,,N,,,,,10.0,4.0,1.0,5.0,37.0
524,14,1,1,6,48,2,9.0,,N,,,,,8.0,4.0,2.0,,
525,1,1,1,6,48,3,,,,,,,,,,,,
526,3,1,1,1,48,3,,,,,,,,,,,,
527,15,1,2,6,48,2,9.0,,N,,,,,2.0,4.0,2.0,,
528,16,1,2,6,20,2,9.0,,N,,,,,10.0,4.0,2.0,,
529,9,2,3,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
530,3,1,1,1,20,3,,,N,,,,,,,,,
531,5,1,1,6,48,3,3.0,,N,,,,,10.0,4.0,2.0,,
532,18,1,1,1,20,1,4.0,,N,,,,,2.0,4.0,2.0,,
533,2,1,1,1,1,3,,,,,,,,,,,,
534,16,1,1,1,1,1,8.0,,N,,,,,2.0,2.0,,,
535,14,1,1,1,48,2,4.0,,N,,,,,9.0,4.0,1.0,,
536,10,1,1,6,48,1,3.0,,N,,,,,5.0,2.0,,,40.0
537,16,1,2,1,48,1,8.0,,N,,,,,2.0,4.0,2.0,,
538,11,1,1,6,1,2,4.0,,N,,,,,2.0,4.0,2.0,1.0,-0.0
539,8,2,3,1,48,2,7.0,,N,,,,,2.0,4.0,2.0,1.0,39.0
540,6,1,1,1,20,3,4.0,,N,,,,,8.0,4.0,2.0,3.0,21.0
541,10,1,1,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,-0.0
542,9,1,1,6,20,2,2.0,,N,,,,,9.0,4.0,2.0,5.0,19.0
543,17,1,2,1,48,1,5.0,,N,,,,,4.0,2.0,,,
544,8,2,3,6,20,2,2.0,,N,,,,,8.0,4.0,2.0,5.0,40.0
545,3,1,1,1,20,3,,,,,,,,,,,,
546,3,1,1,1,48,3,,,N,,,,,,,,,
547,10,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
548,5,1,1,6,48,3,,,N,,,,,,,,,
549,2,1,1,1,48,3,,,,,,,,,,,,
550,2,1,1,1,48,3,,,,,,,,,,,,
551,13,1,2,1,20,1,7.0,,N,,,,,3.0,2.0,,,36.0
552,18,1,1,6,20,1,,,N,,,,,,,,,
553,12,2,3,1,48,1,2.0,,N,,,,,8.0,4.0,2.0,1.0,39.0
554,2,2,1,6,20,3,,,,,,,,,,,,
555,15,1,1,6,20,2,5.0,,N,,,,,4.0,2.0,,,
556,10,1,1,6,20,2,5.0,,N,,,,,10.0,2.0,,,31.0
557,11,1,1,6,48,2,2.0,,N,,,,,6.0,4.0,2.0,,
558,11,1,1,1,20,1,2.0,,N,,,,,9.0,4.0,1.0,1.0,37.0
559,9,1,1,1,48,1,2.0,,N,,,,,9.0,4.0,2.0,1.0,31.0
560,1,1,1,6,48,3,,,,,,,,,,,,
561,15,1,2,6,1,2,2.0,,N,,,,,9.0,2.0,,,
562,5,1,1,6,20,3,,,N,,,,,,,,,
563,12,1,1,6,48,2,5.0,,N,,,,,4.0,4.0,2.0,,
564,14,1,1,1,48,1,9.0,,N,,,,,4.0,4.0,2.0,,
565,3,1,1,6,1,3,,,,,,,,,,,,
566,10,1,1,1,48,1,8.0,S,S,6.0,S,7.0,1.0,4.0,4.0,2.0,,
567,10,1,1,1,20,1,4.0,,N,,,,,6.0,4.0,2.0,1.0,39.0
568,14,1,1,6,20,2,9.0,,N,,,,,10.0,2.0,,,
569,14,1,1,6,48,2,4.0,,N,,,,,4.0,4.0,2.0,,
570,6,1,1,1,48,3,2.0,,N,,,,,8.0,4.0,2.0,3.0,38.0
571,12,2,3,6,1,1,5.0,,N,,,,,10.0,4.0,2.0,,
572,13,1,1,1,1,1,2.0,,N,,,,,6.0,4.0,2.0,,
573,10,2,3,6,1,1,9.0,,N,,,,,10.0,4.0,2.0,,
574,8,1,1,6,1,1,2.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
575,12,1,1,6,48,1,5.0,,N,,,,,4.0,2.0,,,40.0
576,8,1,1,6,48,3,5.0,,N,,,,,9.0,4.0,2.0,1.0,39.0
577,12,1,1,1,20,1,5.0,,N,,,,,4.0,2.0,,,52.0
578,2,1,1,6,1,3,,,,,,,,,,,,
579,2,1,1,6,1,3,,,,,,,,,,,,
580,10,1,1,1,48,1,3.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
581,10,1,1,1,20,1,5.0,,N,,,,,9.0,4.0,1.0,1.0,39.0
582,10,1,1,1,48,3,7.0,S,S,6.0,S,1.0,29.0,2.0,4.0,2.0,,
583,5,1,1,1,20,3,2.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
584,7,2,3,1,1,3,7.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
585,4,1,1,6,20,3,,,N,,,,,,,,,
586,4,1,1,1,20,3,,,N,,,,,,,,,
587,9,1,1,6,48,1,2.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
588,10,1,3,1,1,2,3.0,,N,,,,,3.0,4.0,2.0,1.0,40.0
589,11,1,1,6,1,1,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
590,12,1,1,6,20,1,9.0,,N,,,,,10.0,4.0,2.0,,
591,3,1,1,1,20,3,,,,,,,,,,,,
592,8,1,1,1,20,3,7.0,,N,,,,,2.0,4.0,2.0,1.0,39.0
593,12,1,1,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
594,10,1,1,1,20,1,3.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
595,11,1,1,1,48,1,1.0,,N,,,,,4.0,1.0,,,41.0
596,13,1,1,6,20,2,5.0,,N,,,,,6.0,4.0,2.0,,
597,4,1,1,6,20,3,,,N,,,,,,,,,
598,15,1,1,6,48,1,9.0,,N,,,,,4.0,4.0,2.0,,
599,11,1,1,1,48,1,2.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
600,4,1,1,6,48,3,,,N,,,,,,,,,
601,15,1,2,1,48,1,3.0,,N,,,,,2.0,4.0,2.0,,
602,9,1,1,1,20,1,3.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
603,6,1,1,1,20,3,7.0,,N,,,,,2.0,4.0,2.0,5.0,40.0
604,17,1,1,6,20,4,,,N,,,,,,,,,
605,15,1,2,1,48,1,8.0,,N,,,,,2.0,4.0,2.0,,
606,13,1,1,1,48,1,7.0,,N,,,,,3.0,4.0,2.0,,
607,11,1,1,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
608,9,1,1,1,48,1,7.0,,N,,,,,8.0,4.0,2.0,1.0,39.0
609,4,1,1,6,48,3,,,N,,,,,,,,,
610,10,1,1,1,48,2,3.0,,N,,,,,2.0,3.0,,,40.0
611,12,1,1,1,48,1,2.0,,N,,,,,5.0,4.0,2.0,1.0,40.0
612,1,1,1,6,20,3,,,,,,,,,,,,
613,11,1,1,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
614,17,1,1,6,48,1,5.0,,N,,,,,4.0,5.0,,,
615,12,1,1,1,48,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,39.0
616,17,1,2,6,1,1,9.0,,N,,,,,10.0,4.0,2.0,,
617,10,2,3,6,48,1,9.0,,N,,,,,10.0,4.0,2.0,1.0,24.0
618,10,1,1,6,48,1,3.0,,N,,,,,9.0,4.0,1.0,1.0,45.0
619,15,1,1,6,20,2,5.0,,N,,,,,4.0,4.0,2.0,,
620,4,1,1,6,48,3,,,N,,,,,,,,,
621,18,1,2,1,48,2,7.0,,N,,,,,2.0,4.0,2.0,,
622,11,2,3,6,20,2,5.0,,N,,,,,10.0,4.0,2.0,,
623,3,1,1,1,48,3,,,,,,,,,,,,
624,8,2,3,1,1,1,8.0,,N,,,,,4.0,4.0,2.0,1.0,39.0
625,13,2,3,6,20,2,5.0,,N,,,,,10.0,4.0,2.0,,
626,11,1,2,6,48,2,9.0,,N,,,,,10.0,4.0,2.0,1.0,11.0
627,9,1,3,6,20,2,9.0,S,S,4.0,S,4.0,19.0,10.0,4.0,2.0,1.0,20.0
628,17,1,2,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
629,16,1,2,6,20,2,5.0,,N,,,,,4.0,4.0,2.0,,
630,8,2,3,1,20,1,4.0,,N,,,,,2.0,4.0,1.0,1.0,40.0
631,9,1,1,1,48,2,3.0,,N,,,,,8.0,4.0,2.0,1.0,-0.0
632,10,1,1,1,48,2,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
633,4,1,1,6,48,3,,,N,,,,,,,,,
634,12,1,1,1,20,1,3.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
635,4,1,1,6,20,3,,,N,,,,,,,,,
636,9,1,3,1,20,1,7.0,S,S,6.0,S,3.0,5.0,3.0,4.0,2.0,,
637,6,1,1,1,48,3,4.0,,N,,,,,4.0,3.0,,,40.0
638,10,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,1.0,1.0,34.0
639,2,1,1,6,20,3,,,,,,,,,,,,
640,4,1,1,6,20,3,5.0,,N,,,,,4.0,4.0,2.0,,
641,15,1,2,6,20,2,9.0,,N,,,,,8.0,4.0,2.0,,
642,17,1,2,1,48,1,8.0,,N,,,,,2.0,4.0,2.0,,
643,17,1,1,1,20,1,7.0,,N,,,,,2.0,2.0,,,
644,10,1,1,1,1,1,7.0,,N,,,,,4.0,4.0,2.0,,
645,14,1,1,6,20,2,4.0,,N,,,,,9.0,4.0,1.0,,
646,13,1,1,6,20,2,4.0,,N,,,,,6.0,4.0,2.0,,
647,9,1,1,1,1,1,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
648,3,1,1,6,48,3,,,,,,,,,,,,
649,4,1,1,6,48,3,,,N,,,,,,,,,
650,14,1,1,6,20,1,4.0,,N,,,,,2.0,3.0,,,
651,11,1,3,6,48,2,5.0,,N,,,,,10.0,4.0,2.0,1.0,40.0
652,14,1,1,1,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
653,18,1,2,1,48,1,7.0,,N,,,,,3.0,4.0,2.0,,
654,15,1,2,1,48,1,7.0,,N,,,,,3.0,2.0,,,
655,12,1,1,6,48,1,2.0,,N,,,,,8.0,4.0,2.0,,
656,3,1,1,1,1,3,,,N,,,,,,,,,
657,14,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
658,3,1,1,6,48,3,,,,,,,,,,,,
659,17,1,1,6,20,1,9.0,,N,,,,,10.0,4.0,2.0,,
660,15,1,1,6,1,2,6.0,,N,,,,,1.0,2.0,,,
661,6,1,3,1,1,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,37.0
662,4,1,1,1,1,3,,,N,,,,,,,,,
663,11,1,1,6,20,1,2.0,,N,,,,,8.0,2.0,,,40.0
664,14,1,2,6,48,2,4.0,,N,,,,,9.0,4.0,2.0,,
665,16,1,1,1,1,1,7.0,,N,,,,,3.0,2.0,,,
666,14,1,2,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
667,7,1,3,6,48,2,5.0,S,S,6.0,S,5.0,10.0,4.0,4.0,2.0,,
668,14,1,2,6,20,2,2.0,,N,,,,,9.0,4.0,1.0,,
669,17,1,1,1,20,1,4.0,,N,,,,,2.0,4.0,2.0,,
670,12,1,1,6,48,2,4.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
671,8,2,3,6,48,1,5.0,S,S,6.0,S,6.0,58.0,10.0,4.0,2.0,,
672,15,1,2,6,20,4,9.0,,N,,,,,8.0,4.0,2.0,,
673,14,1,2,6,48,2,5.0,,N,,,,,4.0,4.0,2.0,,
674,14,1,2,6,48,2,7.0,,N,,,,,2.0,4.0,2.0,,
675,3,1,1,1,1,3,,,,,,,,,,,,
676,12,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,1.0,5.0,24.0
677,12,1,2,1,20,1,5.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
678,3,1,1,1,1,3,,,,,,,,,,,,
679,4,1,1,1,48,3,,,N,,,,,,,,,
680,10,1,1,6,48,1,9.0,,N,,,,,4.0,4.0,2.0,1.0,23.0
681,16,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
682,13,1,1,6,48,1,5.0,,N,,,,,4.0,2.0,,,34.0
683,16,1,2,1,20,1,1.0,,N,,,,,8.0,2.0,,,
684,9,1,1,6,1,2,4.0,,N,,,,,9.0,4.0,2.0,1.0,40.0
685,18,1,1,6,20,1,9.0,,N,,,,,10.0,4.0,2.0,,
686,6,1,1,1,48,3,2.0,,N,,,,,8.0,4.0,2.0,5.0,40.0
687,5,1,1,1,20,3,3.0,,N,,,,,10.0,4.0,2.0,,
688,16,1,2,6,20,2,9.0,,N,,,,,2.0,4.0,2.0,,
689,8,2,3,1,1,3,7.0,S,S,6.0,S,3.0,16.0,2.0,4.0,2.0,,
690,9,1,1,1,20,1,1.0,,N,,,,,2.0,4.0,2.0,1.0,-0.0
691,15,1,1,6,48,1,5.0,,N,,,,,9.0,4.0,1.0,,
692,3,1,1,6,1,3,,,,,,,,,,,,
693,4,1,1,6,1,3,9.0,,N,,,,,10.0,4.0,2.0,,
694,1,1,1,1,48,3,,,,,,,,,,,,
695,14,1,1,6,48,1,9.0,,N,,,,,8.0,4.0,2.0,,
696,13,1,1,6,20,1,2.0,,N,,,,,8.0,2.0,,,
697,10,1,1,1,20,1,9.0,,N,,,,,9.0,4.0,1.0,5.0,38.0
698,16,1,2,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
699,9,1,1,6,20,2,5.0,,N,,,,,4.0,1.0,,,25.0
700,9,2,3,6,1,2,5.0,,N,,,,,10.0,4.0,2.0,,
701,17,1,2,6,1,1,9.0,,N,,,,,9.0,4.0,1.0,,
702,10,1,1,6,1,2,7.0,,N,,,,,2.0,4.0,1.0,1.0,40.0
703,11,1,1,1,48,2,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
704,10,1,1,6,48,2,2.0,,N,,,,,9.0,4.0,1.0,5.0,35.0
705,10,1,1,1,20,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
706,13,1,1,1,48,1,,,N,,,,,,,,,
707,15,1,1,6,20,2,5.0,,N,,,,,4.0,4.0,2.0,,
708,12,1,1,6,48,1,4.0,,N,,,,,4.0,4.0,2.0,,
709,17,1,2,6,1,1,9.0,,N,,,,,10.0,4.0,2.0,,
710,11,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
711,11,1,2,6,20,1,4.0,,N,,,,,9.0,4.0,1.0,1.0,28.0
712,15,1,1,6,20,2,7.0,,N,,,,,2.0,4.0,2.0,,
713,13,1,2,1,20,1,5.0,,N,,,,,9.0,4.0,1.0,,
714,10,1,1,1,20,1,7.0,,N,,,,,3.0,4.0,2.0,1.0,40.0
715,10,1,1,6,20,2,2.0,,N,,,,,2.0,4.0,2.0,1.0,35.0
