"rowid","household_number","survey_year","reference_quarter","province","capital","sex","place_birth","age","nationality","formal_educ_system","professional_training","retirement_status","household_duties","part-time_empl","reason_reduced_work","search_work","search_reason","JORB","search_steps","search_method","search_months","availability","relation_to_activity1","relation_to_activity2","main_occupation","main_activity","main_prof_situation","main_sector","contract_type","hours","relationship","elevator","matricule"
160,68,2023,1,20,3,1,1,12,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,1,4,4,2,NA,NA,1,"164.9788","160_68"
161,69,2023,1,48,9,6,1,12,1,"N","N",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,5,9,4,1,5,30,3,"198.2569","161_69"
162,69,2023,1,48,9,1,2,18,1,"N","N",2,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,5,4,4,2,NA,NA,1,"296.8657","162_69"
163,70,2023,1,48,9,6,2,16,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,1,"210.4751","163_70"
164,70,2023,1,48,9,1,1,11,1,"N","N",4,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,NA,NA,NA,NA,NA,NA,3,"159.0975","164_70"
165,71,2023,1,48,9,1,2,12,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,1,5,9,4,1,1,99,1,"254.3559","165_71"
166,71,2023,1,48,9,1,1,5,1,"N","N",4,2,1,5,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,5,32,3,"246.1888","166_71"
167,71,2023,1,48,9,6,1,12,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,4,2,NA,NA,2,"306.5294","167_71"
168,71,2023,1,48,9,6,1,4,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"272.6896","168_71"
169,72,2023,1,48,9,6,1,6,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,8,4,2,1,40,3,"170.464","169_72"
170,72,2023,1,48,9,6,1,5,1,"S","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,8,4,2,NA,NA,3,"129.704","170_72"
171,72,2023,1,48,9,6,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,4,4,2,1,40,1,"140.1771","171_72"
172,72,2023,1,48,9,1,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,1,1,4,2,NA,NA,50,2,"135.169","172_72"
173,72,2023,1,48,9,1,1,5,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"130.6625","173_72"
174,73,2023,1,1,9,6,1,10,1,"N","N",4,2,1,4,"N",NA,NA,"",NA,NA,"",1,2,4,2,4,2,2,32,2,"42.6865","174_73"
175,73,2023,1,1,9,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"40.3896","175_73"
176,73,2023,1,1,9,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"40.3896","176_73"
177,73,2023,1,1,9,1,1,10,1,"N","N",4,2,1,4,"N",NA,NA,"",NA,NA,"",1,2,9,2,4,2,1,32,1,"45.1154","177_73"
178,74,2023,1,20,3,6,1,14,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,3,5,2,NA,NA,NA,2,"109.8351","178_74"
179,74,2023,1,20,3,1,1,14,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,42,1,"103.4921","179_74"
180,75,2023,1,1,2,6,1,14,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,2,9,4,1,NA,NA,1,"159.9474","180_75"
181,76,2023,1,48,9,6,3,11,2,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,9,4,4,2,5,40,1,"209.7684","181_76"
182,76,2023,1,48,9,6,3,7,2,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,5,32,3,"317.5646","182_76"
183,77,2023,1,1,9,1,1,17,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,7,3,2,NA,NA,NA,1,"20.7607","183_77"
184,77,2023,1,1,9,6,2,16,1,"N","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,NA,NA,NA,NA,NA,NA,2,"21.7805","184_77"
185,78,2023,1,1,2,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"196.8584","185_78"
186,78,2023,1,1,2,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"196.8584","186_78"
187,78,2023,1,1,2,1,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,1,"218.1523","187_78"
188,78,2023,1,1,2,6,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,9,4,2,1,31,2,"208.1161","188_78"
189,79,2023,1,48,9,6,3,9,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,1,"217.2247","189_79"
190,79,2023,1,48,9,1,1,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,1,40,2,"198.7489","190_79"
191,80,2023,1,1,9,6,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,10,4,2,NA,NA,1,"59.2532","191_80"
192,81,2023,1,48,9,6,1,12,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,38,2,"190.9712","192_81"
193,81,2023,1,48,9,1,1,6,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,3,10,4,2,1,20,3,"238.385","193_81"
194,81,2023,1,48,9,1,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,1,2,2,NA,NA,40,1,"190.4632","194_81"
195,82,2023,1,48,9,6,2,9,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,2,4,2,1,40,2,"218.4977","195_82"
196,82,2023,1,48,9,1,2,10,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,3,2,NA,NA,40,1,"263.4233","196_82"
197,82,2023,1,48,9,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"235.3599","197_82"
198,82,2023,1,48,9,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"235.3599","198_82"
199,83,2023,1,20,9,1,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,3,10,4,2,NA,NA,1,"116.6078","199_83"
200,83,2023,1,20,9,6,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,3,10,4,2,NA,NA,2,"123.7546","200_83"
201,84,2023,1,48,9,6,1,15,1,"N","N",4,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,5,4,5,NA,NA,NA,2,"181.2","201_84"
202,84,2023,1,48,9,1,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,35,3,"118.8625","202_84"
203,84,2023,1,48,9,1,1,18,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,2,NA,NA,NA,1,"181.243","203_84"
204,85,2023,1,20,3,6,1,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,9,4,2,1,40,2,"188.8532","204_85"
205,85,2023,1,20,3,1,1,1,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"164.6269","205_85"
206,85,2023,1,20,3,1,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,9,4,2,1,37,1,"208.2365","206_85"
207,85,2023,1,20,3,6,1,1,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"181.4141","207_85"
208,86,2023,1,48,9,6,2,15,1,"N","S",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,10,4,2,NA,NA,1,"182.3085","208_86"
209,87,2023,1,20,9,1,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"113.1146","209_87"
210,87,2023,1,20,9,6,3,5,2,"S","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,4,4,2,1,40,1,"134.5669","210_87"
211,88,2023,1,48,9,6,2,15,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,2,"162.0591","211_88"
212,88,2023,1,48,9,1,1,15,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,7,2,4,2,NA,NA,1,"162.0975","212_88"
213,89,2023,1,48,9,1,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,2,"134.4316","213_89"
214,89,2023,1,48,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"127.5218","214_89"
215,89,2023,1,48,9,6,1,10,1,"N","N",4,1,1,3,"S",4,2,"S",7,6,"S",1,2,5,8,4,2,1,0,1,"117.4797","215_89"
216,90,2023,1,48,9,1,2,18,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,4,4,1,NA,NA,1,"178.3585","216_90"
217,91,2023,1,20,9,6,1,18,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,1,"152.2166","217_91"
218,92,2023,1,20,9,6,2,5,1,"N","N",4,1,NA,NA,"S",6,3,"S",5,7,"S",2,5,5,4,4,2,NA,NA,1,"182.5502","218_92"
219,93,2023,1,48,9,6,1,9,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,3,NA,NA,30,4,"231.6298","219_93"
220,93,2023,1,48,9,1,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,8,4,2,NA,NA,1,"379.3","220_93"
221,93,2023,1,48,9,6,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,8,4,2,NA,NA,2,"379.21","221_93"
222,93,2023,1,48,9,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,4,"237.3531","222_93"
223,93,2023,1,48,9,1,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,2,1,38,3,"272.5474","223_93"
224,94,2023,1,1,9,1,1,18,1,"N","N",2,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,6,1,2,NA,NA,NA,1,"14.4788","224_94"
225,95,2023,1,48,9,6,2,17,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,10,4,2,NA,NA,2,"97.8877","225_95"
226,95,2023,1,48,9,1,1,17,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,3,4,4,2,NA,NA,1,"97.9109","226_95"
227,96,2023,1,1,2,1,1,15,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,1,2,4,2,NA,NA,1,"126.5422","227_96"
228,96,2023,1,1,2,6,2,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,1,5,4,1,NA,NA,2,"132.7583","228_96"
229,97,2023,1,48,9,1,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,2,1,40,2,"244.4178","229_97"
230,97,2023,1,48,9,1,1,5,1,"S","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"249.7702","230_97"
231,97,2023,1,48,9,6,1,4,1,"S","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"247.9379","231_97"
232,97,2023,1,48,9,6,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,6,4,2,1,40,1,"247.1364","232_97"
233,98,2023,1,20,9,6,2,16,1,"N","N",2,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,7,2,4,2,NA,NA,1,"119.4783","233_98"
234,99,2023,1,48,9,6,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,3,7,2,NA,NA,NA,2,"156.9515","234_99"
235,99,2023,1,48,9,1,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,1,2,4,2,NA,NA,1,"156.9888","235_99"
236,100,2023,1,48,9,1,1,7,1,"N","N",4,1,NA,NA,"S",6,2,"S",7,2,"S",2,5,3,2,4,2,NA,NA,1,"173.9486","236_100"
237,101,2023,1,20,3,6,2,17,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,1,"121.2779","237_101"
238,102,2023,1,48,9,6,1,13,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,2,NA,NA,NA,1,"172.5706","238_102"
239,103,2023,1,48,1,6,1,4,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"283.0798","239_103"
240,103,2023,1,48,1,6,1,5,1,"N","S",4,2,2,2,"N",NA,NA,"",NA,NA,"",1,3,5,4,4,2,5,8,3,"243.413","240_103"
241,103,2023,1,48,1,1,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,3,7,3,2,NA,NA,8,1,"263.1059","241_103"
242,103,2023,1,48,1,6,1,11,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,2,24,2,"262.7323","242_103"
243,104,2023,1,48,9,6,1,5,1,"N","S",4,2,2,2,"N",NA,NA,"",NA,NA,"",1,2,2,5,4,2,5,30,3,"87.0176","243_104"
244,104,2023,1,48,9,6,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,4,4,2,1,35,2,"93.9136","244_104"
245,104,2023,1,48,9,1,1,13,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,4,4,2,1,35,1,"87.9033","245_104"
246,105,2023,1,48,9,1,2,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,1,"151.9461","246_105"
247,105,2023,1,48,9,6,2,15,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,10,4,2,NA,NA,2,"151.91","247_105"
248,106,2023,1,1,2,6,1,6,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,2,1,40,1,"286.6042","248_106"
249,107,2023,1,1,9,6,1,18,1,"N","N",2,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,6,1,2,NA,NA,NA,1,"41.1574","249_107"
250,108,2023,1,48,1,1,1,14,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,2,5,4,2,NA,NA,1,"161.4643","250_108"
251,108,2023,1,48,1,6,1,13,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,9,2,NA,NA,NA,2,"161.426","251_108"
252,109,2023,1,1,9,6,1,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,9,4,1,5,40,1,"51.5843","252_109"
253,110,2023,1,48,9,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"184.7609","253_110"
254,110,2023,1,48,9,1,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,1,7,2,4,2,5,48,1,"183.0914","254_110"
255,110,2023,1,48,9,6,1,9,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,2,8,4,2,1,35,2,"205.7343","255_110"
256,111,2023,1,48,9,1,2,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,38,1,"274.9252","256_111"
257,112,2023,1,48,1,6,1,14,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,1,"281.9625","257_112"
258,112,2023,1,48,1,6,1,8,1,"S","N",4,1,1,4,"S",4,1,"S",8,4,"N",1,2,3,8,4,2,1,32,3,"198.0337","258_112"
259,113,2023,1,1,9,6,1,9,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,3,NA,NA,28,2,"81.1784","259_113"
260,113,2023,1,1,9,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"77.3709","260_113"
261,113,2023,1,1,9,1,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,2,4,2,1,40,1,"80.4935","261_113"
262,113,2023,1,1,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"72.6365","262_113"
263,114,2023,1,48,1,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"181.4249","263_114"
264,114,2023,1,48,1,6,1,10,1,"N","S",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,0,2,"189.8306","264_114"
265,114,2023,1,48,1,1,1,11,1,"N","N",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,2,1,0,1,"191.1433","265_114"
266,115,2023,1,1,2,6,1,17,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,1,4,2,NA,NA,NA,1,"155.1501","266_115"
267,116,2023,1,1,9,1,2,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"36.3196","267_116"
268,116,2023,1,1,9,6,2,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"38.6869","268_116"
269,116,2023,1,1,9,6,3,7,2,"N","S",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,4,9,4,1,5,0,2,"51.8303","269_116"
270,116,2023,1,1,9,1,3,8,2,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,1,25,1,"57.4738","270_116"
271,117,2023,1,48,9,6,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,4,4,2,1,40,2,"201.5127","271_117"
272,117,2023,1,48,9,1,1,10,1,"N","N",3,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,1,0,1,"230.5903","272_117"
273,117,2023,1,48,9,6,1,3,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"233.7741","273_117"
274,117,2023,1,48,9,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"218.2915","274_117"
275,118,2023,1,48,9,6,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,2,"174.83","275_118"
276,118,2023,1,48,9,1,1,16,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,2,1,4,2,NA,NA,1,"174.8715","276_118"
277,119,2023,1,1,9,1,1,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,1,"70.9214","277_119"
278,119,2023,1,1,9,1,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"58.5946","278_119"
279,119,2023,1,1,9,6,1,6,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,3,5,9,4,2,5,6,2,"92.7815","279_119"
280,120,2023,1,20,3,6,1,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,1,"165.0374","280_120"
281,121,2023,1,48,9,6,3,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,10,4,2,1,40,1,"200.7184","281_121"
282,121,2023,1,48,9,6,3,6,2,"N","S",4,2,NA,NA,"S",6,3,"S",7,6,"S",2,6,5,4,4,2,NA,NA,3,"277.4677","282_121"
283,122,2023,1,1,9,6,2,10,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,4,2,4,2,1,25,1,"44.7056","283_122"
284,123,2023,1,1,9,1,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,6,1,4,2,NA,NA,1,"35.8614","284_123"
285,124,2023,1,20,9,1,1,12,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,35,1,"132.6609","285_124"
286,124,2023,1,20,9,1,3,9,2,"N","N",4,1,NA,NA,"S",6,2,"S",7,0,"S",2,5,7,4,4,2,NA,NA,2,"233.8583","286_124"
287,125,2023,1,48,1,6,2,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,4,2,NA,NA,1,"154.5635","287_125"
288,125,2023,1,48,1,1,2,15,1,"N","N",2,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,2,8,4,2,NA,NA,2,"154.6002","288_125"
289,126,2023,1,1,2,6,1,16,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,9,4,2,NA,NA,1,"170.4943","289_126"
290,127,2023,1,1,9,6,1,8,1,"N","N",4,1,NA,NA,"S",6,3,"S",8,15,"S",2,5,2,9,4,1,NA,NA,2,"80.7276","290_127"
291,127,2023,1,1,9,6,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"76.9067","291_127"
292,127,2023,1,1,9,1,1,8,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,6,9,4,1,5,38,1,"86.7017","292_127"
293,127,2023,1,1,9,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"76.9067","293_127"
294,128,2023,1,48,9,6,2,16,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,2,"156.5128","294_128"
295,128,2023,1,48,9,1,2,17,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,1,"156.55","295_128"
296,129,2023,1,48,9,6,1,17,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,4,2,NA,NA,2,"159.8263","296_129"
297,129,2023,1,48,9,1,1,17,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,2,4,2,NA,NA,1,"159.8643","297_129"
298,130,2023,1,48,9,1,1,4,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"265.4581","298_130"
299,130,2023,1,48,9,6,1,4,1,"S","S",4,2,2,2,"N",NA,NA,"",NA,NA,"",1,3,2,10,4,2,1,1,3,"239.5994","299_130"
300,130,2023,1,48,9,6,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,2,4,2,1,40,1,"230.5268","300_130"
301,130,2023,1,48,9,1,1,11,1,"N","N",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,3,2,4,2,1,24,2,"261.7725","301_130"
302,131,2023,1,48,1,1,1,16,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,2,4,4,2,NA,NA,1,"159.5791","302_131"
303,131,2023,1,48,1,6,2,16,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,2,"159.5412","303_131"
304,132,2023,1,1,2,6,1,12,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,9,10,4,2,1,15,1,"161.0338","304_132"
305,132,2023,1,1,2,1,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,1,1,10,1,NA,NA,60,4,"165.2014","305_132"
306,133,2023,1,20,9,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"144.5387","306_133"
307,133,2023,1,20,9,6,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,2,NA,NA,40,1,"157.0966","307_133"
308,134,2023,1,48,1,1,2,17,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,2,10,4,2,NA,NA,1,"152.5387","308_134"
309,134,2023,1,48,1,6,1,16,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,2,4,2,NA,NA,2,"152.5025","309_134"
310,135,2023,1,48,1,6,1,12,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,2,NA,NA,15,1,"243.6554","310_135"
311,136,2023,1,20,3,1,1,12,1,"N","N",4,4,1,4,"N",NA,NA,"",NA,NA,"",1,2,3,7,1,NA,NA,32,1,"136.0233","311_136"
312,136,2023,1,20,3,6,1,11,1,"N","N",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,4,7,1,NA,NA,32,2,"131.4431","312_136"
313,136,2023,1,20,3,6,1,4,1,"S","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,NA,NA,NA,NA,NA,NA,3,"127.4703","313_136"
314,137,2023,1,48,9,1,1,16,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,4,4,2,NA,NA,1,"168.6265","314_137"
315,137,2023,1,48,9,6,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,3,9,4,1,NA,NA,2,"168.5864","315_137"
316,138,2023,1,1,9,6,2,12,1,"N","N",4,1,1,5,"N",NA,NA,"",NA,NA,"",1,2,6,1,2,NA,NA,10,2,"40.9995","316_138"
317,138,2023,1,1,9,1,1,13,1,"N","N",4,2,1,5,"N",NA,NA,"",NA,NA,"",1,2,6,1,2,NA,NA,10,1,"39.4826","317_138"
318,139,2023,1,20,3,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"149.4522","318_139"
319,139,2023,1,20,3,6,1,9,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,6,4,2,1,40,1,"171.4455","319_139"
320,139,2023,1,20,3,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"164.6921","320_139"
